,Dates,URL,News,Price Direction Up,Price Direction Constant,Price Direction Down,Asset Comparision,Past Information,Future Information,Price Sentiment,Topic,Macro_Group,Probabilities,Dominant_Macro_Group,Topic_Label
3172,17-06-2011,http://www.marketwatch.com/story/gold-silver-settle-higher-on-greece-turmoil-2011-06-17,"gold, silver settle higher on greece turmoil",1,0,0,1,1,0,positive,7,6,"[-4.4818358307701285, -5.613268373248491, -3.2197780560903904, -3.884984560812163, -4.351830126184046, -2.8392245408207137, -4.515505402277382, -0.3868694146264135, -5.5967836077146895, -3.3002750483272507, -4.575668505579904, -2.7767519997174146, -6.055958208843242, -5.161842109007434, -6.388835303879355, -3.6732178575504584, -4.631565683923624, -5.2899028026246295]",7,Economic Data & Gold Performance
3173,11-08-2005,http://www.marketwatch.com/story/gold-futures-end-above-450-at-5-month-high-2005-08-11,gold ends atop $450 at 5-month high,1,0,0,0,1,0,positive,-1,-1,"[-3.9329206567547437, -4.628871722076391, -2.392998059164857, -3.55163803204555, -4.2639599361457385, -2.5224634531441508, -4.534469931140728, -4.2653450377301665, -4.900277695833078, -3.708042076511519, -2.4364565964316895, -2.6063579218332995, -5.796914805107949, -3.0618844862492147, -5.963247184670709, -3.421822293885548, -4.715425458571287, -4.91460514109348]",2,noise
3174,06-10-2017,http://www.marketwatch.com/story/gold-for-december-delivery-off-04-at-126800-vs-1270-before-data-2017-10-06,"Gold for December delivery off 0.4% at $1,268.00 vs $1,270 before data",0,0,0,0,1,0,none,18,17,"[-3.6283659288127734, -4.523348090789352, -2.522561454615897, -2.7886636033002263, -3.8567735564007055, -0.9902586706245183, -4.240482418184912, -3.8139505437295163, -4.65198999805498, -3.4842917873189587, -3.809020371107323, -2.37315688341819, -5.263713902212689, -4.458875906221351, -5.5552193311174625, -3.1506831466957186, -4.313901276016267, -4.529612524806202]",5,Gold Holds as Data Releases
3175,06-08-2016,https://economictimes.indiatimes.com/markets/stocks/news/risk-on-sentiment-did-trigger-correction-in-gold-but-yellow-metal-in-a-sweet-spot/articleshow/53568188.cms,"risk-on sentiment did trigger correction in gold, but yellow metal in a sweet spot",0,0,0,0,1,0,none,-1,-1,"[-4.477436050477324, -5.566813349060657, -3.400354318650852, -3.31544369173668, -4.161875962448249, -2.774413036689927, -4.700558588499489, -3.89288203703324, -5.871554198182671, -3.9991087335330366, -4.549557128751146, -2.693595477816451, -6.482746740589924, -5.259725245233108, -6.840325259235875, -3.86086646250565, -4.910317962337329, -5.387575919848337]",11,noise
3176,01-05-2003,http://www.marketwatch.com/story/meridian-gold-up-61-in-xau-2003-05-01,meridian gold up 6.1% in $xau,1,0,0,0,1,0,positive,-1,-1,"[-3.8028231258332195, -4.334002594600087, -2.2800068118006522, -3.6095300605611587, -4.29168073481312, -2.415102365453725, -4.2434127635520476, -4.305635713950623, -4.232163022288204, -3.6297485347739955, -4.249448924526306, -2.748826051197685, -4.5652420788609565, -4.2580488411085256, -4.723494234950031, -3.5962285143429344, -4.432540063098121, -4.584241211437409]",2,noise
3177,04-04-2014,http://www.investing.com/news/commodities-news/gold-futures-rise-but-remain-near-1-1-2-month-lows-275822,Gold futures rise but remain near 1-1/2 month lows,1,0,0,0,1,0,positive,0,15,"[-3.8216017303960683, -4.662515791600958, -2.5552217841619935, -3.5404917537959033, -4.268719746730904, -2.2741455340704495, -4.550314335180977, -4.129440601994967, -4.949333750748798, -3.7629339074634927, -1.1178768981819636, -2.496823016249734, -5.6957760233178005, -3.700033812181487, -5.797886836153616, -3.137821923435628, -4.715850418868656, -4.8075177772556765]",10,Gold Near Monthly Lows
3178,10-11-2016,http://www.marketwatch.com/story/dec-gold-falls-710-or-06-to-settle-at-126640oz-2016-11-10,"Dec. gold falls $7.10, or 0.6%, to settle at $1,266.40/oz",0,0,1,0,1,0,negative,17,4,"[-27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",2,Gold Settlement Price Correction
3179,21-06-2017,http://www.marketwatch.com/story/august-gold-gains-230-or-02-to-settle-at-124580oz-2017-06-21,"August gold gains $2.30, or 0.2%, to settle at $1,245.80/oz",1,0,0,0,1,0,positive,17,4,"[-27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",2,Gold Settlement Price Correction
3180,22-01-2009,http://www.marketwatch.com/story/gold-futures-fall-after-gloomy-data-on-housing-jobs,"gold futures fall after gloomy data on housing, jobs",0,0,1,0,1,0,negative,20,6,"[-3.919807448565061, -4.961344604565414, -2.90206056432066, -3.0112608798084466, -4.277404809641604, -1.2128000681641398, -4.607071425299093, -4.1148358783323005, -5.138169211042064, -3.882316416958869, -3.959896405832009, -2.60382732431406, -5.694692989282586, -4.766767506846978, -5.912227018421796, -3.315958160774916, -4.772851521082603, -4.852784628443158]",5,Economic Data & Gold Performance
3181,18-03-2014,http://www.marketwatch.com/story/april-gold-down-2060-at-135230-an-ounce-2014-03-18,"april gold down $20.60 at $1,352.30 an ounce",0,0,1,0,1,0,negative,14,1,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",5,Gold Price Support Levels
3182,19-09-2018,https://www.moneycontrol.com/news/business/gold-rallies-on-positive-global-cues-jewellers-buying-2966091.html,"Gold rallies on positive global cues, jewellers' buying",1,0,0,0,1,0,positive,2,3,"[-3.5806424871681153, -4.7056571427602405, -2.193792500992757, -3.0381598256818965, -2.7678345209670354, -2.2124924721117902, -3.468261064448104, -3.1005931169307557, -4.588717529192555, -2.4036462019940776, -3.884645950380983, -1.1142843391452704, -5.225275564947911, -4.21264436852306, -5.675517456297598, -3.311562258165837, -3.5123133273699567, -4.452890867701987]",11,Global Investment & Rate Impact
3183,23-07-2009,http://www.marketwatch.com/story/spot-gold-rises-1-to-949troy-ounce-2009-07-23,spot gold rises $1 to $949/troy ounce,1,0,0,0,1,0,positive,14,1,"[-5.401176552714162, -6.189847098452816, -3.8703191748182864, -5.161055596818565, -5.764161339367386, -3.076483094273957, -5.872413650660456, -5.6361046833522135, -5.986969288029211, -5.000749030481342, -5.8405874388103385, -4.303949412469284, -6.317325467913207, -6.0088681371043124, -6.624084162953856, -5.223920869471135, -5.704996434470694, -6.124552912740908]",5,Gold Price Support Levels
3184,01-06-2011,http://www.marketwatch.com/story/gold-is-the-only-place-for-new-money-in-june-2011-06-01,gold is the only place for new money in june,0,0,0,0,1,0,none,1,3,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",4,Global Investment & Rate Impact
3185,09-10-2018,https://economictimes.indiatimes.com/markets/commodities/news/gold-may-rest-easy-at-rs-31100/articleshow/66131815.cms,"Commodity Outlook: Gold may rest easy at Rs 31,100",0,0,0,1,0,1,none,-1,-1,"[-3.709245650691481, -4.863839782277689, -2.5384539879484125, -2.595032018995057, -2.752394230019233, -2.3157272569115372, -3.592778808229545, -3.723806935022572, -4.996633103469308, -3.2137538999983053, -4.242842778558951, -2.1762563089238673, -5.5486127127578575, -4.636407544411761, -6.08410760549149, -3.49261478541773, -3.9172305080337293, -4.6240480709678735]",11,noise
3186,28-06-2006,http://www.marketwatch.com/story/gold-futures-close-down-340-at-581-an-ounce-2006-06-28,gold futures close down $3.40 at $581 an ounce,0,0,1,0,1,0,negative,-1,-1,"[-3.986282500090925, -4.67038426193629, -2.6824529451952097, -3.95960457411498, -4.663152780360643, -2.6199831334288133, -4.664693809892007, -4.592768611509148, -4.821639675973812, -3.9958159769432053, -4.328853242787263, -2.9847218897079784, -5.469146855119808, -4.127906166871002, -5.22481899305366, -3.7228209558850183, -4.8609043872376905, -4.805879106617986]",5,noise
3187,18-10-2016,https://www.moneycontrol.com/news/business/stocks/gold-to-trade29546-29814-range-achiievers-equities-956345.html,gold to trade in 29546-29814 range: achiievers equities,0,1,0,0,0,1,neutral,-1,-1,"[-4.268310338032149, -5.079541495725072, -2.775983336199297, -3.987210200999041, -4.521163455338742, -2.949367131112494, -4.662571061889678, -4.742531475414972, -4.661490839525036, -3.943090162215034, -4.974131719588791, -3.0452802602859093, -4.895080932891036, -5.085700310794908, -5.979598484064375, -4.312612805547913, -4.361574335758356, -5.028671390164378]",2,noise
3188,11-12-2017,https://www.metalsdaily.com/link/274720/gold-bullion-premiums-at-multi-year-lows.htm,gold bullion premiums at multi-year lows,0,0,1,0,1,0,negative,0,15,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",10,Gold Near Monthly Lows
3189,21-12-2015,https://www.thehindubusinessline.com/markets/gold/gold-adds-to-gains-on-softer-equities-dollar/article8013628.ece,"Gold adds to gains on softer equities, dollar",1,0,0,1,1,0,positive,15,12,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",11,Global Cues and Gold Stability
3190,12-05-2017,https://www.moneycontrol.com/news/business/stocks/gold-to-trade-in-27849-28171-achiievers-equities-2277469.html,gold to trade in 27849-28171: achiievers equities,0,1,0,0,0,1,neutral,-1,-1,"[-4.2683564089184305, -5.079617121977358, -2.7760012731934536, -3.9871894001487016, -4.521061498528919, -2.9493959376219965, -4.662520393078387, -4.742510005864091, -4.661510753728656, -3.943041648767689, -4.974171237370892, -3.0452241324455662, -4.895285738183014, -5.085763433847911, -5.979763171728466, -4.312651847878898, -4.361438167603658, -5.028739130135281]",2,noise
3191,10-08-2006,http://www.marketwatch.com/story/gold-falls-as-traders-scramble-to-assess-news-of-terror-plot-2006-08-10,gold falls as traders scramble to assess news of terror plot,0,0,1,0,1,0,negative,7,6,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",7,Economic Data & Gold Performance
3192,29-11-2011,https://economictimes.indiatimes.com/markets/commodities/gold-rallies-for-third-day-up-by-rs-40-on-seasonal-demand/articleshow/10917733.cms,gold rallies for third day; up by rs 40 on seasonal demand,1,0,0,0,1,0,positive,-1,-1,"[-3.9418148299293723, -4.882359595554478, -2.687611125572109, -3.3218867397409806, -3.7664995764995353, -2.2972763918448806, -4.179920947058416, -3.6770634406183906, -5.125906504836341, -3.418573461869253, -3.2966224087847205, -2.2629106578137925, -5.866408823300919, -4.186561793819276, -6.121960915513009, -3.17394963884797, -4.535134380152388, -4.910232752132337]",11,noise
3193,30-10-2012,https://www.moneycontrol.com/news/business/markets/-1869151.html,"gold reverses losses on equity, econ concerns stay",0,0,0,0,1,0,none,16,3,"[-3.8748690411682114, -4.692090938436203, -2.7720013946882083, -2.8019663475712147, -4.065777237268393, -0.4895332796277303, -4.561192643668982, -4.288533276570819, -4.967438925225492, -3.8572145681639056, -4.014601011682858, -2.6071578341434547, -5.73384105881061, -4.620762769700587, -6.016424911495062, -3.4201846572530377, -4.771670032996838, -4.907508101564798]",5,Global Investment & Rate Impact
3194,31-03-2014,http://www.investing.com/news/commodities-news/gold-holds-modest-losses-after-chicago-pmi-miss-274775,Gold holds modest losses after Chicago PMI miss,0,0,1,0,1,0,negative,16,3,"[-3.910615019382256, -4.809704271033884, -2.836014156157308, -2.665302545438215, -4.133569184684295, -1.2789988801471235, -4.5598315493871295, -4.206273919641469, -5.040730592535692, -3.8534387262487484, -3.991396047397055, -2.6337282441694927, -5.710507210042047, -4.696582522974646, -5.972469871281854, -3.417742603372265, -4.749255920973052, -4.889138025062628]",5,Global Investment & Rate Impact
3195,29-11-2011,https://www.moneycontrol.com/news/business/markets/-1267579.html,"Gold prices slip in Mumbai, Ahmedabad market",0,0,1,0,1,0,negative,11,2,"[-3.9378190556979087, -5.043782112322537, -1.643710733515618, -3.6831216229697783, -3.7661950403142552, -2.11313872013536, -3.8464561639205126, -4.045661936981031, -4.804853535578446, -3.2246550835535257, -4.608467182119093, -2.6949189209741253, -4.987950141844518, -4.7860355816625, -5.703614249912052, -3.92514710758465, -3.5750859951949, -4.6950153684258105]",2,Market Rates & Gold Demand
3196,19-03-2015,http://www.investing.com/news/commodities-news/gold-off-the-highs-as-u.s.-dollar-fights-back-333204,gold off the highs as u.s. dollar fights back,1,0,0,1,1,0,positive,-1,-1,"[-3.8096295928650408, -4.647298132624086, -2.4597088657084356, -3.439601615343259, -4.083866600011846, -2.302102441116563, -4.375421978694345, -3.9771359103344093, -4.924327834949797, -3.582393636333738, -1.8414190114622033, -2.4084831564278617, -5.712782243414205, -3.4503848034803544, -5.865131698960694, -3.158409827782532, -4.589538511897427, -4.791771008608692]",10,noise
3197,04-11-2011,https://www.moneycontrol.com/news/business/markets/-1889885.html,Gold moves up further,1,0,0,0,1,0,positive,-1,-1,"[-3.8876755801736773, -4.652951269838517, -2.416555073778177, -2.7159620813696437, -3.332699095745924, -2.475755091250794, -3.962457253603357, -3.9002188431719, -4.420965447400284, -2.2119930575646203, -3.942764694563908, -2.1497815470984, -5.507903787059096, -4.25129622298044, -5.964077173700862, -3.577044827229622, -4.132303731083347, -4.821001334306489]",11,noise
3198,06-12-2016,http://www.marketwatch.com/story/gold-futures-log-second-straight-session-of-losses-2016-12-06,Gold futures log second straight session of losses,0,0,1,0,1,0,negative,16,3,"[-3.607387516182472, -4.341550573289396, -2.5538170798063593, -3.0342477108721275, -4.015650603781701, -1.544004126589316, -4.4424033928311975, -4.248570154355956, -4.760271392278809, -3.7579479139106615, -3.8341042460852166, -2.439096905578186, -5.53846024436666, -4.363299824802411, -5.786653201890655, -3.117681960858856, -4.662759739746374, -4.682387629974767]",5,Global Investment & Rate Impact
3199,08-03-2013,http://www.marketwatch.com/story/can-you-buy-gold-in-an-ira-2013-03-08,can you buy gold in your ira?,0,0,0,0,0,1,none,1,3,"[-3.6835661082129496, -4.690476397183576, -2.111237885384849, -3.0524781464953734, -1.2877746742106624, -2.29312156694753, -3.1589148509139577, -3.551212332012579, -4.431653014955233, -2.3098352059865257, -4.204862194731276, -2.067811320299405, -5.049551348261171, -4.4393686264642715, -5.668341194213279, -3.502317490241855, -3.368952830048265, -4.5489382918404955]",4,Global Investment & Rate Impact
3200,24-10-2014,http://www.investing.com/news/commodities-news/gold-gains-on-soft-u.s.-home-sales-data-314198,Gold gains on soft U.S. home sales data,1,0,0,0,1,0,positive,18,17,"[-4.375820162518443, -5.373772309783966, -3.262720537576847, -3.4035780138643044, -4.487533548535645, -0.3509318274149423, -4.828706749093681, -4.204377079373368, -5.463560650832504, -4.074292696809682, -4.372506800589992, -2.953151202495246, -6.011131627625614, -5.15696907333548, -6.28611763859042, -3.595439706979684, -4.988089184603073, -5.263534643139638]",5,Gold Holds as Data Releases
3201,16-05-2013,http://www.marketwatch.com/story/gold-down-2160-or-16-to-137480-ounce-2013-05-16,"gold down $21.60, or 1.6%, to $1,374.80 ounce",0,0,1,0,1,0,negative,-1,-1,"[-7.077465493040569, -7.917580600056451, -5.702739524348726, -7.006812143941402, -7.709759495439741, -5.730524857998044, -7.818696029216159, -7.620587912309595, -7.820637370217496, -6.9866985048481745, -7.700533940144485, -6.122242440936271, -8.177889000681288, -7.880691632288333, -8.734120765271381, -7.079622473662915, -7.5789859068053085, -7.78706108284233]",2,noise
3202,03-01-2017,https://www.thehindubusinessline.com/markets/gold/gold-starts-2017-on-positive-note/article9456086.ece,Gold starts 2017 on positive note,1,0,0,0,1,0,positive,-1,-1,"[-4.071405648081233, -5.119773208537697, -2.6721160686762557, -3.384833508329682, -2.969566935172224, -2.6585558536705456, -3.894683387131955, -3.6088660520819333, -5.02096738951788, -2.5396330392354183, -4.301103466590723, -1.9042934892702215, -5.7492301034222395, -4.643277792721797, -6.209058723685634, -3.74071833140721, -4.03863563625031, -4.970362048065132]",11,noise
3203,01-08-2012,https://economictimes.indiatimes.com/markets/commodities/gold-silver-fall-on-subdued-demand-global-cues/articleshow/15314902.cms,"gold, silver fall on subdued demand, global cues",0,0,1,1,1,0,negative,2,3,"[-4.1846325105119275, -5.359163694175915, -2.8651070140197787, -3.6823955190488236, -3.5592465978077463, -2.8702900022247593, -4.198840195616756, -3.7466580662004905, -5.23896659595623, -3.1682509118086806, -4.584644885886243, -0.40920325325133394, -5.878789376596458, -4.906516836994257, -6.3250954634021115, -3.9736993234225992, -4.175571428088618, -5.075379868250142]",11,Global Investment & Rate Impact
3204,09-04-2008,http://www.marketwatch.com/story/june-gold-ends-up-1950-at-93750-an-ounce-on-nymex-2008-04-09,june gold ends up $19.50 at $937.50 an ounce on nymex,1,0,0,0,1,0,positive,-1,-1,"[-3.9460196938235246, -4.733365973859054, -2.469165884783249, -3.857849823198745, -4.471715671982392, -2.573456054928976, -4.416898575827444, -4.387887429549311, -4.669293640034892, -3.74321223563961, -4.517292244029633, -2.951132686124518, -4.570532719810168, -4.569069305489598, -4.5182030919557805, -3.8016049802863323, -4.50933795555701, -4.643640509481301]",2,noise
3205,09-03-2015,http://www.marketwatch.com/story/gold-futures-mark-first-gain-in-six-sessions-2015-03-09,gold futures mark first gain in six sessions,1,0,0,0,1,0,positive,6,3,"[-3.3741952535841326, -4.053913070669965, -2.4579853601252575, -3.5880556642520096, -4.283213425396442, -2.207105650290006, -4.527510923942473, -4.438789326120938, -4.678493443229462, -3.856233104383072, -3.9505639310895364, -1.8493048665345477, -5.4214326409067946, -4.028393892783225, -5.575723622277076, -2.579499254804521, -4.74624487045629, -4.509761967266235]",11,Global Investment & Rate Impact
3206,0201-03-29,http://www.marketwatch.com/story/june-gold-spikes-14-to-123890oz-after-fed-yellens-remarks-2016-03-29,"june gold spikes 1.4% to $1,238.90/oz after fed yellen's remarks",1,0,0,0,1,0,positive,3,3,"[-3.811553080502892, -4.8083952940508885, -2.6532661482402173, -3.356765281511929, -4.019094011029601, -1.9795062660003189, -4.129409731619619, -3.3622248747032444, -4.910664621421059, -3.364815974512281, -3.536177029791064, -2.346235523772467, -5.395625863110544, -4.345338933451701, -5.531250619782707, -0.8197906223251086, -4.462185528974971, -4.6763294059755065]",15,Global Investment & Rate Impact
3207,11-10-2011,https://economictimes.indiatimes.com/markets/commodities/gold-advances-on-investment-demand-silver-declines/articleshow/10316670.cms,"gold advances on investment demand, silver declines",1,0,0,1,1,0,positive,2,3,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",11,Global Investment & Rate Impact
3208,24-02-2014,http://www.marketwatch.com/story/the-worst-may-be-over-for-yamana-gold-2014-02-24,the worst may be over for yamana gold,0,0,0,0,1,0,none,4,3,"[-4.089052260915934, -4.124360234340363, -0.42246630301013804, -3.478623992305994, -4.4068111791853415, -2.682977096716381, -4.713306506331157, -4.62727234446612, -4.354212349961698, -3.8806080156090257, -3.6197422793056586, -2.8478313260621007, -5.646611044819165, -3.94553128804678, -5.914610346978397, -3.744332904447426, -4.868285996505265, -5.06328670260024]",2,Global Investment & Rate Impact
3209,15-04-2014,http://www.marketwatch.com/story/gold-falls-below-1300-an-ounce-off-27-at-129180-2014-04-15,"gold falls below $1,300 an ounce; off 2.7% at $1,291.80",0,0,1,0,1,0,negative,14,1,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",5,Gold Price Support Levels
3210,09-08-2004,http://www.marketwatch.com/story/spot-gold-quoted-at-399-down-130-from-new-york-2004-08-09,"spot gold quoted at $399, down $1.30 from new york",0,0,1,0,1,0,negative,-1,-1,"[-6.514441715664665, -7.287272856575911, -4.958950436651743, -6.373562326511861, -6.998181658238587, -5.013160614746816, -7.0317208244756175, -6.924938177716525, -7.137970760287018, -6.256430063421574, -7.047523560126534, -5.489275208001293, -7.239346427198773, -7.117608812356366, -7.686782319223207, -6.411352708436886, -6.976624968240144, -7.214552154750412]",2,noise
3211,03-12-2012,https://www.thehindubusinessline.com/markets/gold/gold-gleams-as-rupee-slips/article23093842.ece,Gold gleams as rupee slips,1,0,0,1,1,0,positive,11,2,"[-3.8359024181896486, -5.005052917966378, -1.4462008724049895, -3.598990622213779, -3.6323546583337, -2.220314536988917, -3.701339025332722, -3.869061178940496, -4.801537640056665, -3.0776187375581636, -4.505112204015893, -2.5569893357313505, -5.053487478369662, -4.699875751360701, -5.681084854549647, -3.8184018768771693, -3.4957670956211064, -4.6030591151844735]",2,Market Rates & Gold Demand
3212,05-11-2007,https://economictimes.indiatimes.com/articleshow/2520107.cms,"gold, silver down on fresh offerings",0,0,1,1,1,0,negative,-1,-1,"[-3.9022581783976777, -4.9699831359332, -2.4173948557358576, -3.279706968911717, -2.7511066151426773, -2.527361833500114, -3.750419996739817, -3.683930768547522, -4.799302490684443, -2.376177837051435, -4.299500281521108, -2.0106282015005372, -5.498283880030745, -4.575393383283275, -6.035086505366221, -3.6997935018355887, -3.6018410305462676, -4.777765029184287]",11,noise
3213,02-09-2015,http://www.marketwatch.com/story/dec-gold-falls-620-or-05-to-settle-at-113360oz-on-comex-2015-09-02,"dec. gold falls $6.20, or 0.5%, to settle at $1,133.60/oz on comex",0,0,1,0,1,0,negative,-1,-1,"[-7.115430484942727, -7.188271619447, -5.608574602300628, -6.923732898303694, -7.685274858328332, -5.850865950464466, -7.796033879965927, -7.843238684157548, -7.2669790511285015, -7.120506106532462, -7.6923665209535965, -6.084197781239243, -7.993553602594267, -7.770380337378685, -8.7068653498449, -7.0746039566878265, -7.820368514567496, -7.923665584716554]",2,noise
3214,09-10-2011,https://www.thehindubusinessline.com/opinion/columns/g-chandrashekhar/Gold-silver-prices-improve-on-physical-demand/article20346163.ece,"Gold, silver prices improve on physical demand",1,0,0,1,1,0,positive,2,3,"[-3.6714228748567037, -4.832521430450324, -2.3686437622617813, -3.129191900871856, -3.039220741537132, -2.3507883190106584, -3.6720524771074916, -3.279844647191177, -4.752830569180418, -2.6303284530000828, -4.006914105536512, -0.8329819903721122, -5.4298274885206705, -4.344172855674996, -5.8617443229368416, -3.4220553540949212, -3.790648234124073, -4.585129737113053]",11,Global Investment & Rate Impact
3215,19-07-2012,http://www.marketwatch.com/story/gold-trades-higher-after-three-straight-losses-2012-07-19,gold trades higher after three straight losses,1,0,0,0,1,0,positive,16,3,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",5,Global Investment & Rate Impact
3216,14-02-2018,https://www.moneycontrol.com/news/business/stocks/expect-gold-prices-to-trade-positive-sushil-finance-22-2507847.html,Expect Gold prices to trade positive: Sushil Finance,1,0,0,0,0,1,positive,-1,-1,"[-3.2773046912611696, -4.3473153051662585, -1.8123061457420202, -2.7845247113244396, -2.8131318435400487, -2.051590041096305, -3.2094964531586614, -3.5446722744780925, -4.360825176258887, -2.7493307262298177, -4.000399716622379, -1.9380382170634862, -4.877084246900172, -4.2415079480803675, -5.611510692702751, -3.274094125595149, -3.1011867824119155, -4.14942997008666]",2,noise
3217,19-12-2013,https://www.moneycontrol.com/news/business/markets/mcx-gold-april-contract-slips-12-1389467.html,mcx gold april contract slips 1.2%,0,0,1,0,1,0,negative,-1,-1,"[-6.593427397107606, -7.05102743195031, -4.940763610560788, -6.318891011677608, -7.032635265402559, -5.136342418141835, -7.0692669905429595, -7.040073591090986, -6.758372761127358, -6.360455077600274, -7.026103682710485, -5.50247920939654, -7.320167852374502, -7.105253629490783, -7.82552508632163, -6.39896289324435, -7.109125068984377, -7.3676167250563545]",2,noise
3218,19-01-2012,https://www.moneycontrol.com/news/business/markets/-1892433.html,mcx gold feb contract up slightly,1,0,0,0,1,0,positive,14,1,"[-7.112471269539556, -7.730354051469338, -5.450247862447402, -6.838488149774934, -7.54687872112988, -5.600487724504752, -7.693115135365274, -7.524458770903205, -7.489038126768034, -6.849433887114393, -7.514169219349006, -6.02767104410335, -8.122949373284863, -7.623886273921845, -8.390459033861902, -6.980622756030558, -7.5552871002345805, -7.870602149470434]",2,Gold Price Support Levels
3219,08-07-2016,https://www.thehindubusinessline.com/markets/gold/gold-eases-ahead-of-us-jobs-data-but-eyes-6th-weekly-gain/article8823438.ece,"Gold eases ahead of US jobs data, but eyes 6th weekly gain",1,0,1,0,1,0,positive,-1,-1,"[-4.148775849842745, -5.140451815398844, -3.027540182298164, -3.419260243188459, -4.370298587285624, -1.7333397779567665, -4.697824099891388, -4.008047793907095, -5.3194279818818035, -3.897768144384476, -3.6171392314194075, -2.5113226445940717, -5.931890324037324, -4.7605626473926685, -6.119359436048867, -3.2273439813144353, -4.895542419274, -5.078499149974029]",5,noise
3220,12-06-2017,http://www.marketwatch.com/story/gold-prices-decline-for-4th-session-in-a-row-2017-06-12,Gold prices decline for 4th session in a row,0,0,1,0,1,0,negative,-1,-1,"[-3.7392877231700052, -4.491203821024478, -2.698258903067752, -3.7120515301634223, -4.3978794358165105, -2.3410969812327322, -4.715292000974639, -4.5487632730723995, -5.070274173662139, -4.010096709474225, -3.9372155728882143, -2.260660964945804, -5.868422678535019, -4.205872759963364, -6.050149438549472, -2.3231751763204618, -4.987788755486599, -4.887528095766963]",11,noise
3221,19-01-2017,http://www.marketwatch.com/story/gold-futures-log-biggest-one-day-loss-of-the-year-but-hold-above-1200-an-ounce-2017-01-19,"Gold futures log biggest one-day loss of the year, but hold above $1,200 an ounce",0,0,1,0,1,0,negative,4,3,"[-4.37594384060801, -4.570746149879057, -0.39275719740414183, -4.015135406188656, -4.84827458913942, -2.9547588971759664, -5.084487491513749, -4.973160579678708, -4.980166068914462, -4.303915337645608, -3.737590705909031, -3.1177984313615488, -6.0328756988519325, -3.639328604807084, -6.188174287786245, -3.9460589932293146, -5.251983353622651, -5.350364606072557]",2,Global Investment & Rate Impact
