,Dates,URL,News,Price Direction Up,Price Direction Constant,Price Direction Down,Asset Comparision,Past Information,Future Information,Price Sentiment,Topic,Macro_Group,Probabilities,Dominant_Macro_Group,Macro_Group_Label
281,12-12-2015,https://www.thehindubusinessline.com/markets/gold/gold-surges-by-rs-290-on-global-cues-reclaims-rs-26000level/article7980637.ece,"Gold surges by Rs 290 on global cues; reclaims Rs 26,000-level",1,0,0,0,1,0,positive,0,5,"[-27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",2,Gold Price Fluctuations and Market Factors
282,10-12-2015,http://www.marketwatch.com/story/gold-ends-lower-as-bearish-sentiment-takes-hold-2015-12-10,gold ends lower as bearish sentiment takes hold,0,0,1,0,1,0,negative,-1,-1,"[-1.9781567618238582, -3.778890993482025, -3.057778642267862, -2.826334973782298, -4.060210220056842, -3.894227743326502, -3.6187503127307723, -4.673444369733347, -4.478676898956132, -3.9339858284459703, -4.148603187217937, -2.7266744853496623, -5.691620798077782, -4.6135778500394995, -3.1726348284688934, -3.8321703636717026, -5.606350104512582, -3.1551559583156266, -6.182411953748483, -5.93325336985651]",0,"Gold Market: Trends, Fluctuations, and Outlook"
283,04-01-2013,http://www.marketwatch.com/story/gold-falls-15-on-day-down-04-on-week-2013-01-04,"gold falls 1.5% on day, down 0.4% on week",0,0,1,0,1,0,negative,6,3,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",11,Fluctuations and Trends in Gold Prices
284,20-12-2013,http://www.marketwatch.com/story/gold-futures-climb-but-end-the-week-down-25-2013-12-20,"gold futures climb, but end the week down 2.5%",1,0,1,0,1,0,positive,5,20,"[-2.654490541716533, -3.8117983249412317, -2.8576744274700143, -2.69753383776537, -3.4203325973995184, -3.3412550504819944, -2.874215669532753, -4.120803288395605, -3.531549264237987, -3.8379126626855675, -2.622518620893718, -2.3498402504791556, -4.924216574606779, -4.549351600334545, -1.1455824631149842, -3.7891247739204768, -5.149317481484442, -3.020133284719133, -5.423456176253902, -5.169250630328513]",14,Gold Futures: Price Fluctuations & Trends
285,12-01-2016,https://www.thehindubusinessline.com/markets/gold/gold-edges-up-after-2day-decline-china-concerns-support/article8095482.ece,"Gold edges up after 2-day decline, China concerns support",1,0,1,0,1,0,positive,-1,-1,"[-2.5483369063270436, -3.6020043698926036, -3.197728556806747, -3.632224732476339, -4.422651806758273, -3.944200416616042, -3.941092080187146, -4.93992037115587, -4.984289736966478, -4.342100336803595, -4.826961824976525, -3.1548916042428874, -6.12481449581714, -4.271504810700438, -3.9288444546068666, -4.4862052253235305, -5.951463755476284, -2.1998545327680143, -6.544317276195929, -6.30477024120971]",17,"Gold Market: Trends, Fluctuations, and Outlook"
286,26-10-2015,https://www.thehindubusinessline.com/markets/gold/gold-struggles-on-firmer-dollar-fed-rate-hike-fears/article7805233.ece,"Gold struggles on firmer dollar, Fed rate hike fears",0,0,1,1,1,0,negative,3,7,"[-1.2997657160559868, -3.7089420111922804, -2.997752730545843, -2.449186558968642, -3.874043804708211, -3.8426657337193526, -3.4317735625948393, -4.452762501267513, -4.538735678837797, -4.023782584850442, -4.301801366011902, -2.590486233559149, -5.47581809959527, -4.471590996729006, -3.2112010302743763, -3.854802092651249, -5.349552254348105, -2.9263273698361316, -5.968643108379753, -5.675344223427748]",0,**Gold Price Fluctuations & Fed Influence**
287,30-04-2008,http://www.marketwatch.com/story/june-gold-up-1040-at-87550-an-ounce-on-nymex-2008-04-30,june gold up $10.40 at $875.50 an ounce on nymex,1,0,0,0,1,0,positive,22,10,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",4,Fluctuations in Gold Prices
288,21-10-2016,http://www.marketwatch.com/story/dec-gold-gains-20-cents-to-settle-at-126770oz-for-the-session-2016-10-21,"Dec. gold gains 20 cents to settle at $1,267.70/oz for the session",1,0,0,0,1,0,positive,-1,-1,"[-5.837422667484642, -6.429248868636959, -5.896620760871429, -5.928142812939, -6.402916142313771, -6.431547141847998, -5.2624982326068395, -6.774819738879819, -7.175290190809983, -7.135591103807021, -7.202704451716883, -5.326282261467809, -7.985360936126769, -7.090630264335826, -6.45884563853202, -7.221039476450281, -7.927117308473045, -6.482238594105467, -7.821146983622291, -7.787233457221676]",6,"Gold Market: Trends, Fluctuations, and Outlook"
289,21-10-2011,https://economictimes.indiatimes.com/markets/commodities/seasonal-demand-pushes-up-gold-by-rs-375-silver-by-rs-400/articleshow/10440725.cms,seasonal demand pushes up gold by rs 375; silver by rs 400,1,0,0,1,1,0,positive,0,5,"[-2.2905047661352644, -2.840572173583918, -1.3810800125610216, -3.0175942488298744, -3.7512899924658805, -3.263864229196046, -3.0903849870316686, -4.193820677169918, -4.1692336721328696, -3.6328531252826584, -4.151827804242005, -2.34525578294547, -5.439287622456357, -3.5189782244286, -3.242679543490886, -3.8913703761942737, -5.253527452604808, -2.884310930706302, -5.697637201372644, -5.572657231674416]",2,Gold Price Fluctuations and Market Factors
290,27-11-2018,https://www.thehindubusinessline.com/markets/gold/gold-edges-lower-as-dollar-holds-steady/article25603607.ece,Gold edges lower as dollar holds steady,0,0,1,1,1,0,negative,11,19,"[-1.3511148172600524, -3.5375824893015566, -2.719708582043632, -2.5337821702547245, -3.7279922578874323, -3.550048190308082, -3.2662003111592197, -4.327589423961822, -4.147386107375506, -3.6812568551448046, -3.8200145247906, -2.2487080244769557, -5.386268563984058, -4.2889815191384875, -2.5709085278965893, -3.4152988863616636, -5.303695061099672, -2.7309270157810737, -5.838135594553509, -5.541321730586016]",0,Gold Price Inversely Tracks Dollar.
291,16-08-2017,http://www.marketwatch.com/story/gold-prices-turn-higher-ahead-of-comex-settlement-2017-08-16,Gold prices turn higher ahead of Comex settlement,1,0,0,0,1,0,positive,23,12,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",6,Gold Market Price Fluctuations and News
292,17-07-2014,"http://www.investing.com/news/commodities-news/gold,-silver-edge-higher-ahead-of-u.s.-jobless-claims,-housing-data-295731","Gold, silver edge higher ahead of U.S. jobless claims, housing data",1,0,0,1,1,0,positive,12,7,"[-2.0314491269115047, -4.681060096111463, -3.755915372162755, -3.8432531956978564, -4.611475511580567, -4.762907517834566, -4.211277321967207, -5.18560853530687, -5.3383703341840025, -4.913742953698488, -5.024487610892578, -1.0814241954213246, -6.217244677058149, -5.405776220470756, -4.196184330984237, -4.0392049708575986, -6.173664579501518, -4.057869058151168, -6.742347861574976, -6.471039883353787]",11,**Gold Price Fluctuations & Fed Influence**
293,30-11-2011,http://www.marketwatch.com/story/gold-futures-add-1980-to-173320-2011-11-30,"gold futures add $19.80 to $1,733.20",1,0,0,0,1,0,positive,-1,-1,"[-1.4987386547115327, -3.8323252929909404, -2.8880076743165026, -2.9729913458020594, -3.8048532915588598, -3.8943861048742585, -3.4545521196674933, -4.425035260573084, -4.429936564780343, -3.903225098602592, -3.96157944990939, -2.0075688179199846, -5.486022576670877, -4.548723411046263, -3.2535216999062158, -3.0500223116144762, -5.538883817224576, -3.0788830670228005, -6.057310685466513, -5.76635544770054]",0,"Gold Market: Trends, Fluctuations, and Outlook"
294,16-10-2017,https://economictimes.indiatimes.com/markets/commodities/news/the-curious-case-of-this-years-high-gold-imports/articleshow/61097165.cms,the curious case of this year's high gold imports,0,0,0,0,1,0,none,9,13,"[-3.0081963058200207, -2.3909075425242388, -3.0676065972612614, -3.5938450744878723, -3.9548534457169016, -1.7049462164448206, -3.374580784019341, -4.3291489524696445, -4.924256420580169, -4.4158673305573855, -4.851013950603375, -2.98999336853259, -5.576478669758306, -3.571273954092989, -4.05982511061424, -4.654515929453803, -5.343987562911063, -3.289942784294877, -5.906296474238671, -5.750184516443708]",5,**India's Gold Import Regulations & Trends**
295,08-02-2013,http://www.marketwatch.com/story/gold-logs-modest-losses-for-the-day-and-week-2013-02-08,gold logs modest losses for the day and week,0,0,1,0,1,0,negative,-1,-1,"[-3.2624038453109807, -4.330023736194618, -3.530351651206936, -3.1246013625563838, -4.375281175425522, -3.1688197698963068, -3.5511333788575183, -4.989544845816465, -1.2392956072535455, -4.614927682239224, -4.141724701972458, -2.3076653640364113, -5.930547375291298, -5.122252652158217, -3.1617307669632355, -4.256795400139505, -5.8213205813554705, -3.8985038247999526, -6.11068511448839, -6.044240307420017]",8,"Gold Market: Trends, Fluctuations, and Outlook"
296,06-04-2018,https://www.thehindubusinessline.com/markets/gold/gold-rises-on-safe-haven-buying/article23451897.ece,Gold rises on safe-haven buying,1,0,0,0,1,0,positive,-1,-1,"[-3.49535598285858, -4.13806496467191, -3.5956080471043506, -4.3810663150978355, -5.219268859522416, -4.652539155573737, -4.6499300582924254, -5.733858679169746, -5.514977973702605, -5.0098483215777, -5.516752983450671, -3.745215652587229, -6.935364012823737, -5.023900637608658, -4.547280218205345, -5.206709775579133, -6.673229624702155, -3.98121936320259, -7.238797485733966, -7.1103944545244]",0,"Gold Market: Trends, Fluctuations, and Outlook"
297,13-07-2011,http://www.marketwatch.com/story/gold-options-fear-traders-turn-to-gold-miners-2011-07-13,gold options 'fear' traders turn to gold miners,0,0,1,0,0,1,negative,0,5,"[-2.6999341288005625, -2.950345253953806, -0.5449304100714546, -3.539057975880806, -4.131645546787411, -3.7722749197513363, -3.535543699769577, -4.534949104290248, -4.743932451381572, -4.0325792592237395, -4.679242777213802, -2.90679647039331, -5.768128386416545, -3.7801058914330627, -3.8608979680462285, -4.38098350798239, -5.583623473527653, -3.372302954846944, -6.110236662068374, -6.010774927079009]",2,Gold Price Fluctuations and Market Factors
298,17-10-2017,http://www.marketwatch.com/story/dec-gold-declines-by-1680-or-13-to-settle-at-128620oz-2017-10-17,"Dec. gold declines by $16.80, or 1.3%, to settle at $1,286.20/oz",0,0,1,0,1,0,negative,32,18,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",11,Fluctuations in Gold Prices & Futures
299,17-11-2014,http://www.marketwatch.com/story/gold-slips-210-to-settle-at-118350oz-2014-11-17,"gold slips $2.10 to settle at $1,183.50/oz",0,0,1,0,1,0,negative,-1,-1,"[-5.837460629103749, -6.429257247432953, -5.896594939858969, -5.927931476817612, -6.403159156580046, -6.431540708547299, -5.262416875897767, -6.77501529826413, -7.175209359936023, -7.1355814238050925, -7.202721360820833, -5.326272890128314, -7.985687055912807, -7.090646946605487, -6.458791648087177, -7.221022847590715, -7.927325413666521, -6.482254667157688, -7.821402483044249, -7.7876865923237215]",6,"Gold Market: Trends, Fluctuations, and Outlook"
300,15-05-2017,http://www.marketwatch.com/story/june-gold-trades-680-or-06-higher-at-123450oz-2017-05-15,"June gold trades $6.80, or 0.6%, higher at $1,234.50/oz.",1,0,0,0,1,0,positive,7,17,"[-3.7745064047098253, -4.072265592205774, -3.6856329803207655, -3.5932710032400936, -4.477442909345081, -4.303131949637284, -3.589855592969213, -4.750788686208513, -5.170085007563013, -4.944874061078009, -5.237943800307685, -2.566019909668739, -6.011607108155116, -4.645678037721296, -4.419947001515908, -5.1899565155743534, -5.8769578693843885, -4.410874534978754, -6.111563684790477, -6.163244910562564]",11,**Gold Price Fluctuations and Trends**
301,27-10-2011,https://www.thehindubusinessline.com/markets/gold/gold-futures-down-at-rs-27477-on-profit-taking/article23063013.ece,"Gold futures down at Rs 27,477 on profit-taking",0,0,1,0,1,0,negative,45,1,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",6,**Gold Price Fluctuations and Trends**
302,15-06-2017,https://economictimes.indiatimes.com/markets/commodities/news/get-gold-at-a-discount-now/articleshow/59156566.cms,get gold at a discount now,0,0,0,0,1,0,none,-1,-1,"[-3.806987438182818, -4.094283021302471, -3.1643774186985256, -4.380651585786636, -5.181654026332509, -4.604561648521673, -4.520208965297366, -5.597395734263754, -5.510460157301804, -5.073182038686719, -5.549684530950644, -3.6043674829347037, -6.89270939189486, -4.777723186165009, -4.684214692413879, -5.29984561273566, -6.679173076504424, -4.479186657912652, -7.1177573833125045, -7.082334476957352]",2,"Gold Market: Trends, Fluctuations, and Outlook"
303,16-12-2004,http://www.marketwatch.com/story/gold-futures-dull-hold-above-440-2004-12-16,"gold futures dull, hold above $440",0,1,0,0,1,0,neutral,27,2,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547]",17,Gold Price Fluctuations and Influences
304,23-08-2017,http://www.marketwatch.com/story/dec-gold-gains-370-or-03-to-settle-at-129470oz-2017-08-23,"Dec. gold gains $3.70, or 0.3%, to settle at $1,294.70/oz",1,0,0,0,1,0,positive,10,8,"[-6.213680010134774, -6.930546056071592, -6.211699891115969, -6.32821179606437, -6.482755922804323, -6.816270326659427, -5.518629395175846, -7.00459460009046, -7.316848407154223, -7.562131849698836, -7.489797101021686, -5.709477586845817, -7.849163112285028, -7.647637493913654, -6.74056900492728, -7.508880095957706, -7.587917062788214, -6.886279138059484, -0.14869942245871473, -7.753232965417377]",18,Gold Price Fluctuations & Fed Influence
305,29-09-2014,http://www.investing.com/news/commodities-news/gold-prices-push-higher-amid-hong-kong-unrest-311100,Gold prices push higher amid Hong Kong unrest,1,0,0,0,1,0,positive,1,5,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547]",17,Gold Price Fluctuations and Market Factors
306,15-09-2010,http://www.marketwatch.com/story/gold-closes-02-down-at-126870oz-2010-09-15,"gold closes 0.2% down at $1,268.70/oz",0,0,1,0,1,0,negative,-1,-1,"[-4.559784493514819, -5.394943619356689, -4.6399119082419995, -4.661529679834531, -5.19540690645345, -5.042521661066707, -4.413628439763799, -5.737083543349376, -5.377357903714886, -5.6082204368199235, -5.284882465662804, -4.065190531778442, -6.747975910505886, -6.0986382842963245, -4.636729413128495, -5.790696132336663, -6.959180827461917, -5.04317050336489, -7.124489517835131, -6.986803749475739]",11,"Gold Market: Trends, Fluctuations, and Outlook"
307,10-02-2017,http://www.marketwatch.com/story/gold-pares-losses-by-the-finish-gains-12-for-the-week-2017-02-10,"Gold pares losses by the finish, gains 1.2% for the week",1,0,0,0,1,0,positive,-1,-1,"[-3.5127487198482386, -4.551513539274917, -3.7537305497366895, -3.719219686555374, -4.749764523986177, -3.7780293986530538, -4.014351846373468, -5.33956434366566, -3.5648220129203785, -4.853052435366805, -4.571498707867032, -2.61039418549122, -6.36568440079196, -5.362157459158958, -3.540732803311097, -4.45090591339541, -6.206156531995582, -4.182394693736588, -6.552085716265276, -6.501657198654496]",11,"Gold Market: Trends, Fluctuations, and Outlook"
308,29-11-2017,https://economictimes.indiatimes.com/markets/commodities/news/gold-rate-today-gold-silver-trade-higher-in-morning-deals/articleshow/61845734.cms,"gold rate today: gold, silver trade higher in morning deals",1,0,0,1,1,0,positive,7,17,"[-3.899280382943889, -4.171067088280039, -3.780957214632353, -4.158358373384546, -4.701596563582435, -4.505139564340872, -3.9410807809536132, -4.989548261744577, -5.5274811434400135, -5.013514563477945, -5.4709949647696945, -3.434432627719263, -6.3233628264942245, -4.529111405588162, -4.7251307921063574, -5.370800789266313, -6.269170049489781, -4.557339765723522, -6.563508213500783, -6.510053405213719]",11,**Gold Price Fluctuations and Trends**
309,07-06-2012,http://www.marketwatch.com/story/anz-cuts-12-gold-outlook-cites-dollar-headwinds-2012-06-07,"anz cuts '12 gold outlook, cites dollar headwinds",0,0,1,1,0,1,negative,0,5,"[-2.079300263138774, -2.5535483609340823, -1.3436960465976042, -2.994993914568709, -3.481124484545428, -3.30029241974576, -2.9288281896229864, -3.8970264562164, -4.1719954849099805, -3.206628568068355, -3.993052764385866, -2.365854514000711, -5.14192479763892, -3.2204294517480516, -3.295319266818891, -3.743024527421627, -5.0732850787436865, -2.8883683950247976, -5.559160500684023, -5.443757661205668]",2,Gold Price Fluctuations and Market Factors
310,10-01-2001,http://www.marketwatch.com/story/gold-closes-lower-palladium-rises,"gold closes lower, palladium rises",0,0,1,1,1,0,negative,-1,-1,"[-3.2920863489981196, -4.192027412810547, -3.4321818497595427, -3.5377204344138558, -4.58139495994457, -3.6114854926142597, -3.849295692363899, -5.139271122794873, -4.021027016402202, -4.599736141424843, -4.575245228491152, -2.6780872019635362, -6.21994936493931, -5.015354766269163, -3.014412439067799, -4.459898625217907, -6.012914839978173, -3.9549231024984195, -6.391979809777074, -6.31621096577301]",11,"Gold Market: Trends, Fluctuations, and Outlook"
311,12-10-2006,http://www.marketwatch.com/story/gold-kist-rejects-pilgrims-pride-offer-as-inadequate-2006-10-12-1291249,gold kist rejects pilgrim's pride offer as inadequate,0,0,0,0,1,0,none,8,12,"[-2.9590321469836853, -3.0691766775904066, -2.87765055033313, -3.522098705645963, -3.8332643316150703, -3.469322498127309, -3.242596166283836, -4.130428410582472, -4.807640597700452, -4.109209547215607, -4.632020119110238, -2.867295323074974, -5.409920132371011, -2.2734034789144637, -3.955396630429393, -4.558632261945682, -5.392070202779939, -3.617357794735939, -5.84045547552247, -5.702238742327064]",13,Gold Market Price Fluctuations and News
312,29-11-2017,http://www.marketwatch.com/story/feb-gold-drops-13-or-1-to-settle-at-128620oz-2017-11-29,waiting for gold to bottom? Watch this group of bulls,0,0,1,0,1,0,negative,0,5,"[-2.128743506747365, -2.722745610897958, -1.0708987112940693, -3.076597495901503, -3.6867323041541686, -3.4305113855108904, -3.112483870709593, -4.130752626469576, -4.213532109553406, -3.4297648758261494, -4.12459342985937, -2.4260357643937986, -5.342631810087153, -3.618990932609083, -3.331992027072588, -3.7631467761090045, -5.191208660584777, -2.9253879259397637, -5.70103758658787, -5.600667209558521]",2,Gold Price Fluctuations and Market Factors
313,12-02-2013,https://www.thehindubusinessline.com/markets/gold/gold-silver-skid-on-profit-taking-global-cues/article23089456.ece,"Gold, silver skid on profit-taking, global cues",0,0,1,1,1,0,negative,0,5,"[-27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",2,Gold Price Fluctuations and Market Factors
314,18-02-2015,http://www.marketwatch.com/story/gold-futures-settle-at-lowest-level-since-jan-2-2015-02-18,gold futures settle at lowest level since jan. 2,0,0,1,0,1,0,negative,44,4,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",3,Gold Price Fluctuations and Data
315,15-10-2010,http://www.marketwatch.com/story/crude-oil-higher-gold-futures-lower-after-data-2010-10-15,"crude oil higher, gold futures lower after data",0,0,1,1,1,0,negative,25,2,"[1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",0,Gold Price Fluctuations and Influences
316,11-04-2017,http://www.marketwatch.com/story/gold-futures-mark-highest-finish-in-about-5-months-2017-04-11,Gold futures mark highest finish in about 5 months,1,0,0,0,1,0,positive,40,15,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",5,Gold Price Fluctuations in News
317,28-03-2017,http://www.marketwatch.com/story/gold-prices-end-with-a-slight-loss-as-us-equities-dollar-gain-ground-2017-03-28,"Gold prices end with a slight loss as U.S. equities, dollar gain ground",0,0,1,1,1,0,negative,-1,-1,"[-2.004609697828418, -3.8348336950961186, -3.0355482322741865, -2.912961735431278, -4.045299087264442, -3.897896840703971, -3.608249159490898, -4.672045356892438, -4.455885818984786, -3.8311897031647355, -4.054775810879208, -2.723674862875346, -5.705814545235548, -4.64111354553564, -3.098295225091814, -3.7829165254716934, -5.659480191588744, -3.147562050766903, -6.1963263468869805, -5.9383237186923505]",0,"Gold Market: Trends, Fluctuations, and Outlook"
318,0200-09-30,http://www.marketwatch.com/story/iamgold-deal-for-gold-field-non-sadc-assets-2004-09-30,iamgold deal for gold field non-sadc assets,0,0,0,0,1,0,none,8,12,"[-2.932643435162614, -2.9218927447879284, -2.7438812077956296, -3.5788241323543755, -3.982144961276894, -3.4508153012679776, -3.3811831561813244, -4.311888392087853, -4.87148455680519, -4.126367722310585, -4.729297665598614, -2.9438019604503975, -5.590562094183859, -1.6628076715263498, -4.0020715645662674, -4.583300576841669, -5.496381760081776, -3.5884848124593454, -5.980468617181453, -5.849606971291671]",13,Gold Market Price Fluctuations and News
319,03-05-2018,https://www.metalsdaily.com/link/279312/india-rising-gold-prices-keep-indias-jewellery-buyers-at-bay.htm,india : rising gold prices keep india's jewellery buyers at bay,1,0,0,0,1,0,positive,15,7,"[-3.313967375091944, -0.6945141093125076, -3.2870071422900686, -3.8866767615244258, -4.30236811821457, -2.793153561504112, -3.6834738816371266, -4.649619079415094, -5.206521578838471, -4.7027000858008305, -5.159604416297518, -3.2605991419479436, -5.93359146226365, -3.7912886347371875, -4.35556181006648, -4.937345018474992, -5.699271638548442, -3.761378175649179, -6.222217935225944, -6.105893308881275]",1,**Gold Price Fluctuations & Fed Influence**
320,11-05-2017,http://www.marketwatch.com/story/gold-futures-trim-gain-after-jobless-claims-ppi-data-2017-05-11,"Gold futures trim gain after jobless claims, PPI data",1,0,0,0,1,0,positive,-1,-1,"[-1.7907409934691587, -4.2948598669995395, -3.328821921168447, -3.4257536189287747, -4.251863011184648, -4.3518343808633295, -3.8639088433988404, -4.847481346201571, -4.873895224662032, -4.409708524014233, -4.459700090391893, -2.082161664820211, -5.897518679892969, -5.020465816066905, -3.701258351692086, -3.3125285383205068, -5.904118077530686, -3.57754974968419, -6.432228933547204, -6.161370904281918]",0,"Gold Market: Trends, Fluctuations, and Outlook"
321,28-11-2011,https://www.moneycontrol.com/news/business/markets/-1283083.html,MCX GOLD Dec contract trading higher,1,0,0,0,1,0,positive,4,7,"[-3.0239546742910903, -3.518708686904212, -3.019284364022599, -3.348242269038657, -3.3357875030837665, -3.6717608376255373, -2.8562476085665507, -1.3027181443290448, -4.5004824269361166, -4.41315712410538, -4.547509905331953, -2.6933614545483695, -4.877966204104794, -4.237322132915547, -3.8035863009130537, -4.436487590866716, -4.251727242476866, -3.742715914067261, -4.9990905592832355, -5.194586812081246]",7,**Gold Price Fluctuations & Fed Influence**
322,03-04-2006,http://www.marketwatch.com/story/gold-prices-climb-over-8-an-ounce-in-afternoon-trading-2006-04-03,gold prices climb over $8 an ounce in afternoon trading,1,0,0,0,1,0,positive,7,17,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",11,**Gold Price Fluctuations and Trends**
323,19-12-2011,https://www.thehindubusinessline.com/markets/gold/gold-futures-extends-losses/article23072023.ece,Gold futures extends losses,0,0,1,0,1,0,negative,13,7,"[-2.357037748763323, -4.082650630882891, -2.9433947779216267, -3.3207038676719938, -3.9408134509602957, -4.0036815904563, -3.5023682640644767, -4.5636428701835525, -4.302495072746678, -4.069331699824293, -3.837478858853251, -2.713553189313544, -5.605427329005531, -4.824307014991301, -3.237140428903528, -2.2987178909481614, -5.635944582790147, -3.340158820577044, -6.0685791318504005, -5.876850162359455]",15,**Gold Price Fluctuations & Fed Influence**
324,06-03-2018,https://www.metalsdaily.com/link/277422/graham-birch-this-gold-guy-managed-$40-billion-at-blackrock-ï¿½-but-quit-to-run-a-farm-instead.htm,graham birch : this gold guy managed $40 billion at blackrock - but quit to run a farm instead,0,0,0,0,1,0,none,0,5,"[-2.913106800677798, -3.037980662848907, -0.4647728069808532, -3.6525000997639223, -4.236559741950106, -3.8217066134235824, -3.6207570156758564, -4.611548935596539, -4.870932157940751, -4.221320773558338, -4.82377593615045, -3.0055418731666106, -5.864756493655656, -3.753821302750145, -4.006315955243489, -4.551526310825262, -5.672580230810457, -3.580067142941877, -6.188095987701397, -6.104114914073808]",2,Gold Price Fluctuations and Market Factors
325,03-10-2018,https://www.moneycontrol.com/news/business/commodities/gold-prices-rise-on-softer-dollar-italy-budget-woes-3007841.html,"Gold prices rise on softer dollar, Italy budget woes",1,0,0,1,1,0,positive,1,5,"[-1.8968175903888858, -3.2134759742634333, -2.6576796093799584, -3.1073262036412417, -3.9135276283781755, -3.5768032648948846, -3.4072348786522926, -4.4179862712033575, -4.500249095716262, -3.823910516572274, -4.335082189488655, -2.6585173774940625, -5.574848894509221, -3.9302514109836544, -3.4003629092172263, -3.9454927443116734, -5.397175584077174, -1.2644427544131502, -5.986912669555851, -5.759916273338469]",17,Gold Price Fluctuations and Market Factors
